Residuals
19.75313404
1471.257534
277.7575338
423.2575338
657.2575338
220.1325338
86.88253375
461.0700338
121.5075338
244.8825338
763.1325338
146.6325338
-276.2895371
440.2148626
-29.28513742
-377.7851374
103.2148626
-166.9101374
-333.1601374
281.0273626
-193.5351374
-80.16013742
-18.91013742
-111.4101374
-78.33220829
233.1721914
-125.3278086
-354.8278086
-145.8278086
-430.9528086
-300.2028086
-115.0153086
-289.5778086
-144.2028086
-8.952808582
-230.4528086
-178.3748795
-57.87047975
-237.3704797
-50.87047975
18.12952025
-371.9954797
-111.2454797
56.94202025
94.37952025
-41.24547975
13.00452025
182.5045203
133.5824494
339.0868491
122.5868491
194.0868491
103.0868491
136.9618491
144.7118491
138.8993491
466.3368491
504.7118491
191.9618491
98.46184908
51.53977821
113.0441779
171.5441779
243.0441779
137.0441779
533.9191779
323.6691779
468.8566779
289.2941779
203.6691779
447.9191779
477.4191779
189.497107
231.0015068
297.5015068
384.0015068
303.0015068
293.8765068
272.6265068
457.8140068
448.2515068
219.6265068
439.8765068
290.3765068
116.4544359
104.9588356
280.4588356
93.95883558
329.9588356
0.833835583
102.5838356
-28.22866442
62.20883558
-41.41616442
198.8338356
57.33383558
273.4117647
277.9161644
63.41616442
-110.0838356
-188.0838356
-537.2088356
-572.4588356
-516.2713356
-832.8338356
-756.4588356
-742.2088356
-578.7088356
-467.6309065
-972.1265068
-632.6265068
-581.1265068
-849.1265068
-739.2515068
-388.5015068
-538.3140068
-803.8765068
-722.5015068
-919.2515068
-600.7515068
-466.6735776
-937.1691779
-599.6691779
-507.1691779
-782.1691779
-441.2941779
-525.5441779
-652.3566779
-617.9191779
-527.5441779
-675.2941779
-448.7941779
-494.7162488
-886.2118491
-306.7118491
-316.2118491
-395.2118491
-85.33684908
-137.5868491
-613.3993491
-316.9618491
-551.5868491
-511.3368491
-268.8368491
-436.75892
-545.2545203
-269.7545203
-330.2545203
-219.2545203
-39.37952025
-114.6295203
-308.4420203
-51.00452025
8.370479749
-390.3795203
-200.8795203
-128.8015911
-307.2971914
-6.797191418
51.70280858
-15.29719142
217.5778086
132.3278086
124.5153086
126.9528086
409.3278086
280.5778086
163.0778086
351.1557377
134.6601374
278.1601374
570.6601374
355.6601374
513.5351374
653.2851374
281.4726374
616.9101374
656.2851374
402.5351374
464.0351374
747.1130665
360.6174662
716.1174662
667.6174662
587.6174662
895.4924662
767.2424662
501.4299662
879.8674662
618.2424662
528.4924662
559.9924662
645.0703954
